Country,SE.COM.DURS,SE.ENR.PRIM.FM.ZS,SE.ENR.PRSC.FM.ZS,SE.ENR.SECO.FM.ZS,SE.ENR.TERT.FM.ZS,SE.PRE.DURS,SE.PRE.ENRL.TC.ZS,SE.PRE.ENRR,SE.PRE.ENRR.FE,SE.PRE.ENRR.MA,SE.PRM.AGES,SE.PRM.CMPT.FE.ZS,SE.PRM.CMPT.MA.ZS,SE.PRM.CMPT.ZS,SE.PRM.DURS,SE.PRM.ENRL,SE.PRM.ENRL.FE.ZS,SE.PRM.ENRL.TC.ZS,SE.PRM.ENRR,SE.PRM.ENRR.FE,SE.PRM.ENRR.MA,SE.PRM.GINT.FE.ZS,SE.PRM.GINT.MA.ZS,SE.PRM.GINT.ZS,SE.PRM.NENR,SE.PRM.OENR.FE.ZS,SE.PRM.OENR.MA.ZS,SE.PRM.OENR.ZS,SE.PRM.PRIV.ZS,SE.PRM.PRSL.FE.ZS,SE.PRM.PRSL.MA.ZS,SE.PRM.PRSL.ZS,SE.PRM.REPT.FE.ZS,SE.PRM.REPT.MA.ZS,SE.PRM.REPT.ZS,SE.PRM.TCHR,SE.PRM.TCHR.FE.ZS,SE.PRM.TENR,SE.PRM.UNER,SE.PRM.UNER.FE,SE.PRM.UNER.FE.ZS,SE.PRM.UNER.MA,SE.PRM.UNER.MA.ZS,SE.PRM.UNER.ZS,SE.SEC.AGES,SE.SEC.CMPT.LO.FE.ZS,SE.SEC.CMPT.LO.MA.ZS,SE.SEC.CMPT.LO.ZS,SE.SEC.DURS,SE.SEC.ENRL,SE.SEC.ENRL.FE.ZS,SE.SEC.ENRL.GC,SE.SEC.ENRL.GC.FE.ZS,SE.SEC.ENRL.LO.TC.ZS,SE.SEC.ENRL.TC.ZS,SE.SEC.ENRL.VO,SE.SEC.ENRL.VO.FE.ZS,SE.SEC.ENRR,SE.SEC.ENRR.FE,SE.SEC.ENRR.MA,SE.SEC.NENR,SE.SEC.NENR.FE,SE.SEC.NENR.MA,SE.SEC.PRIV.ZS,SE.SEC.PROG.FE.ZS,SE.SEC.PROG.MA.ZS,SE.SEC.PROG.ZS,SE.SEC.TCHR,SE.SEC.TCHR.FE,SE.SEC.TCHR.FE.ZS,SE.TER.ENRR,SE.TER.ENRR.FE,SE.TER.ENRR.MA,SE.XPD.PRIM.ZS,SE.XPD.SECO.ZS,SE.XPD.TERT.ZS,SE.XPD.TOTL.GB.ZS,SE.XPD.TOTL.GD.ZS,SH.DTH.0509,SH.DTH.1014,SH.DTH.1519,SH.DTH.2024,SH.DYN.0509,SH.DYN.1014,SH.DYN.1519,SH.DYN.2024,SL.TLF.TOTL.FE.ZS,SL.TLF.TOTL.IN,SL.UEM.TOTL.FE.ZS,SL.UEM.TOTL.MA.ZS,SL.UEM.TOTL.ZS,SP.POP.0014.TO.ZS,SP.POP.1564.TO.ZS
Spain,10.0,1.013659954,1.016860008,1.018730044,1.173110008,6.0,,95.58686829,95.54454041,95.62670135,6.0,99.05226135,98.03205872,98.52601624,6.0,3043396.0,,,101.9893494,102.7037735,101.3201675,,,,,,,,31.4809494,,,,,,,233424.0,76.97322845,,91786.0,40830.0,2.829050064,50956.0,3.307130098,3.075900078,12.0,101.1084366,94.65740204,97.79357147,6.0,3371069.0,,,,,,,,126.1791534,127.3823318,125.0407562,,,,30.23258018,,,,294148.0,170156.0,57.84706879,91.11257172,99.96835327,82.66291046,,,,,,166.0,189.0,398.0,615.0,0.3,0.4,0.9,1.4,46.20911637,23065836.0,17.03000069,13.72999954,15.26000023,14.66700111,65.95449137
Sri Lanka,11.0,0.989300013,1.024160028,1.046830058,1.326030016,2.0,13.09234,68.67870331,70.74907684,66.67646027,5.0,,,,5.0,1725424.0,49.23393,21.73735,100.1620178,99.61805725,100.6952667,,,,99.10711,0.93844,0.9559,0.9473,3.075999975,,,,,,,78389.0,87.6985321,99.27348,9296.0,,,,,0.539619982,10.0,,,,8.0,2727965.0,51.11506,2622100.0,51.37066,16.70159,17.52875,105865.0,44.7844,100.3352203,102.6321182,98.04096985,91.03783,92.25549,89.82158000000001,,,,,155543.0,110180.0,70.83571625,19.63023949,23.44222069,15.79930019,29.85557,45.74178,20.74192,11.3308897,2.124209881,276.0,333.0,530.0,756.0,0.8,1.0,1.6,2.5,33.54550278,8696194.0,6.960000038,2.980000019,4.320000172,24.19700102,65.32977922
St. Kitts and Nevis,12.0,,,,,4.0,,,,,5.0,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,5.0,8.0,1.4,1.6,6.2,10.3,,,,,,,
St. Lucia,10.0,1.010800004,1.006410003,1.001760006,1.4947999719999998,4.0,,73.91699219,77.48162079,70.44335175,5.0,92.43335724,97.30413055,94.89362335,7.0,15874.0,49.61572,14.73909,102.5982437,103.156517,102.0543594,106.84803,98.63014,102.68394,95.39814,2.06958,3.3258300000000003,2.70253,6.173620224,90.7827301,93.05895233,91.97969055,2.2092400000000003,3.6009,2.91042,1077.0,86.90808105,98.28723,222.0,18.0,0.235760003,204.0,2.60303998,1.4348499769999998,12.0,88.05513,84.40574646,86.22001648,5.0,11792.0,49.77103,11655.0,50.14157,11.24507,11.14556,137.0,18.24818,89.36041259999999,89.43920135,89.28247833,81.31251999999999,81.71289,80.91649,3.095319986,,,,1058.0,754.0,71.26654053,14.06653023,18.68560028,9.439900398,35.06908,40.27441,0.0,14.36386013,3.331799984,4.0,3.0,12.0,17.0,1.7,1.4,4.1,5.1,47.42357354,108503.0,21.12000084,17.63999939,19.29000092,18.528883,71.66458664
St. Martin (French part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Vincent and the Grenadines,12.0,0.988439977,1.005220056,1.026450038,,2.0,5.58667,110.6234894,111.6545868,109.5873795,5.0,111.2293091,100.113121,105.54913329999998,7.0,13198.0,49.34839,14.39258,113.4043732,112.740181,114.0590286,111.58537,115.21472,113.3945,,1.75035,3.09648,2.4321900000000003,11.2062397,,,,1.27437,2.82723,2.06092,917.0,83.96946716,,,,,,,,12.0,96.37187958,88.03778076,92.04360199,5.0,9808.0,48.91925,9808.0,48.91925,,13.8727,,,107.22640990000002,108.6749725,105.8748932,89.47196,91.64213,87.44717,28.272840500000004,,,,707.0,482.0,68.17539215,,,,36.89875,31.54717,,18.81189919,5.693779945,3.0,6.0,11.0,14.0,1.6,3.2,6.0,7.7,41.50467273,57461.0,16.64999962,20.20999908,18.72999954,22.54130713,67.86890601
Sub-Saharan Africa,8.0,0.95274,0.93333,0.8848299999999999,0.7669500109999999,3.0,30.39653,31.68096924,31.59100914,31.76888084,,67.26648712,70.24756622,68.77088928,6.0,175000000.0,48.3656,37.36194,98.56087,96.14986,100.9192,108.0301,117.7001,112.924,,,,,14.1297,58.83055,53.84443,56.20179,7.38163,7.755380000000001,7.574610000000001,4727632.0,46.516090000000005,78.37222,34000000.0,18800000.0,21.42756081,15200000.0,16.94286919,19.16044044,,41.59421921,46.52882004,44.07978821,6.0,63200000.0,46.5188,59800000.0,46.86261,,21.60546,3654180.0,40.89686,43.2942,40.62774,45.916,35.58426,33.98075,37.16512,20.83628,,,,2937928.0,912631.4,31.06378,9.443989754,8.194490433,10.68447971,,,,17.88060951,4.303765059,312068.0,180349.0,241337.0,266453.0,10.1,6.7,10.4,13.5,46.245803,415312530.0,6.546386205,5.964337266,6.233853595,42.53841232,54.47388208
Sub-Saharan Africa (IDA & IBRD countries),8.0,0.95274,0.93333,0.8848299999999999,0.7669500109999999,3.0,30.39653,31.68096924,31.59100914,31.76888084,,67.26648712,70.24756622,68.77088928,6.0,175000000.0,48.3656,37.36194,98.56087,96.14986,100.9192,108.0301,117.7001,112.924,,,,,14.1297,58.83055,53.84443,56.20179,7.38163,7.755380000000001,7.574610000000001,4727632.0,46.516090000000005,78.37222,34000000.0,18800000.0,21.42756081,15200000.0,16.94286919,19.16044044,,41.59421921,46.52882004,44.07978821,6.0,63200000.0,46.5188,59800000.0,46.86261,,21.60546,3654180.0,40.89686,43.2942,40.62774,45.916,35.58426,33.98075,37.16512,20.83628,,,,2937928.0,912631.4,31.06378,9.443989754,8.194490433,10.68447971,,,,17.88060951,4.303765059,312068.0,180349.0,241337.0,266453.0,10.12385855,6.697194942,10.40219424,13.44312283,46.245803,415312530.0,6.546386205,5.964337266,6.233853595,42.53841232,54.47388208
Sub-Saharan Africa (excluding high income),8.0,0.9527,0.93323,0.8845200000000001,0.764840007,3.0,30.39888,31.6559391,31.56591988,31.743900300000004,,67.24384308,70.22814178,68.74986267,6.0,175000000.0,48.3655,37.36509,98.5595,96.14635,100.9199,108.0303,117.7009,112.9245,,,,,14.11931,58.81514,53.82812,56.18586,7.382039999999999,7.755780000000001,7.575019999999999,4721459.0,46.47234,78.37147,34000000.0,18800000.0,21.43882942,15200000.0,16.95116997,19.17021942,,41.55278015,46.49980927,44.04459,6.0,63100000.0,46.51831,59700000.0,46.8621,,21.60801,3654092.0,40.89741,43.24609,40.57515,45.87233,35.58147,33.977740000000004,37.16256,20.76783,,,,2926095.0,905624.4,30.94994,9.411769867,8.153759956,10.6607399,,,,17.79489517,3.989439964,312054.0,180330.0,241273.0,266351.0,10.12868594,6.701171062999999,10.4085423,13.45232575,46.25594293,414706742.0,6.542682852,5.966885146,6.2335670720000005,42.56918332,54.45349575
Sudan,8.0,,,,,2.0,,,,,6.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6390.0,2835.0,10222.0,13451.0,5.7,2.8,11.1,17.0,30.35378629,12061095.0,29.04999924,11.56000042,16.87000084,40.50879187,55.91004761
Suriname,6.0,0.997619987,,,,2.0,19.57929,86.15779114,86.37124634,85.95912170000001,6.0,90.34078979,80.32234192,85.14813232,6.0,67690.0,48.1371,13.39335,108.8421173,108.70755,108.9673233,92.78207,93.09581,92.94455,86.02531,14.23705,17.71207,16.0393,1.7801699640000002,97.14556885,82.62116241,89.63069916,13.57196,19.080170000000003,16.44005,5054.0,95.13256836,86.02531,8601.0,3640.0,12.14385986,4961.0,15.39869976,13.8299799,12.0,59.43241882,31.93021965,45.17301941,7.0,58408.0,,32996.0,,14.21859,,25412.0,,82.26363373,,,,,,1.157379985,,,,,,,,,,,,,,,14.0,18.0,34.0,45.0,1.3,1.7,3.4,4.6,38.42848458,217128.0,11.40999985,4.239999771,7.0,27.17026337,65.92336673
Sweden,9.0,1.017639995,1.041970015,1.065790057,1.374629974,6.0,,97.31909943,96.99633789,97.62481689,7.0,103.7391663,104.4896317,104.1240463,6.0,893495.0,,,128.6435394,129.7996979,127.5501022,,,,,,,,10.56871986,,,,,,,69249.0,81.87410736,,892.0,,,,,0.128470004,13.0,106.6720886,110.9745789,108.8778992,6.0,934541.0,,,,,,,,151.7045441,156.67495730000002,147.00402830000002,,,,17.92420006,,,,74439.0,44182.0,59.35329819,72.46116638,89.77929688,56.14540863,,,,,,37.0,47.0,122.0,271.0,0.3,0.4,1.2,2.2,47.70287115,5399893.0,6.239999771,6.480000018999999,6.369999886,17.58178546,62.32268961
Switzerland,11.0,0.993939996,0.970459998,0.951099992,1.029450059,2.0,,102.8110123,101.7671432,103.79966740000002,7.0,96.77362061,95.67337036,96.21008301,6.0,514664.0,,,105.4764709,105.1477432,105.7887726,,,,,,,,5.509029865,,,,,,,51655.0,83.26396179,,402.0,,,,,0.082479998,13.0,96.63284302,93.71193695,95.13864899,7.0,608878.0,,,,,,,,102.5706787,99.94206238,105.08061979999998,,,,12.0506897,,,,62546.0,31448.0,50.27978897,61.37744904,62.31203079,60.47684097,,,,,,26.0,31.0,96.0,140.0,0.3,0.4,1.1,1.4,46.67641105,4953967.0,5.110000134,4.369999886,4.710000038,14.91095477,66.46582867
Syrian Arab Republic,9.0,,,,,3.0,,,,,6.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2573.0,2963.0,3637.0,5178.0,7.1,8.6,11.3,16.2,16.58748967,5136172.0,20.40999985,5.809999942999999,8.229999542,31.42154081,64.07533477
Tajikistan,9.0,,,,,4.0,,,,,7.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.0,153.0,271.0,495.0,0.7,0.9,1.7,2.9,37.19067404,2322550.0,5.260000229,7.590000152999999,6.71999979,36.78428408,60.19382837
Tanzania,7.0,1.026059985,1.027899981,1.047909975,,2.0,,41.4045105,41.39212036,41.41661072,7.0,72.82418059999999,64.66072083,68.70372772,7.0,10111671.0,50.09162,50.63304,94.16869354,95.39328003,92.97080994,109.84277,108.46419,109.14532,81.32921,,,,3.900069952,87.50212097,82.39479065,84.93269348,1.7077099999999998,2.03935,1.87322,199705.0,50.36328888,82.35094000000001,1895125.0,842001.0,15.85778046,1053124.0,19.40125084,17.6490593,14.0,30.1266098,29.0196209,29.56954002,6.0,2148466.0,50.82547,2140442.0,50.96924,,20.86254,8024.0,12.47507,29.43507957,30.12851906,28.75112915,26.54777,27.31307,25.79293,,,,,102982.0,34274.0,33.28153992,,,,,,,20.56001091,3.696439981,13851.0,4933.0,8624.0,10852.0,8.3,3.4,7.2,10.8,48.23539609,26304005.0,2.549999952,1.4700000290000002,1.99000001,44.09823815,53.30046267
Thailand,9.0,1.000020027,0.988979995,0.979910016,,5.0,,78.99359894,79.01849365,78.9701004,6.0,94.13262177,92.74820709,93.42047119,6.0,4900785.0,48.52339,16.63844,99.77436066,99.77536011,99.77342224,96.75865,97.08458,96.92643,,,,,21.53314018,,,,0.81376,1.92953,1.38965,,,,,,,,,,12.0,84.82929229999999,77.40351105,81.01902771,6.0,6265551.0,48.19721,5609433.0,49.247440000000005,24.86055,25.94603,656118.0,39.2184,117.7388077,116.5134888,118.9022293,,,,10.55959988,,,,241484.0,171712.0,71.106987,,,,,,,,,1341.0,2148.0,5655.0,6556.0,1.7,2.5,6.2,6.7,45.59243936,38908370.0,0.74000001,0.779999971,0.7699999809999999,17.08698882,71.01211804
Timor-Leste,9.0,0.964850008,1.012899995,1.083739996,,3.0,31.79643,22.76609993,22.91354942,22.62421989,6.0,106.34413909999998,101.4228821,103.8459091,6.0,212849.0,48.2605,26.94886,115.3078079,113.21099850000002,117.334877,87.46336,91.57733,89.55834,92.30953,13.89089,18.11726,16.07759,12.9016304,93.8079071,86.00495911,89.78121948,11.17579,15.4685,13.396820000000002,7898.257812999999,41.30802917,95.41421,7728.0,2639.0,2.908469915,5089.0,5.42208004,4.186530113,12.0,97.0202713,84.86396027,90.86119843,6.0,155832.0,51.32771,141712.0,52.26092,26.94886,26.54835,14120.0,41.96176,83.61746216,87.02535248,80.30130768,62.73563000000001,67.0025,58.58363000000001,24.57839012,,,,5869.742188,2159.385498,36.78842163,,,,,,,7.934100151,6.792950153,152.0,112.0,449.0,305.0,5.0,3.6,15.1,12.0,45.64328097,530709.0,6.010000229,3.200000048,4.480000018999999,37.78066427,57.90284343
Togo,10.0,0.964450002,,,0.50959003,3.0,28.43509,22.83068085,23.16054916,22.5025692,6.0,86.85414886,92.47380066,89.67256165,6.0,1548876.0,48.95802,40.14504,123.7646332,121.5187683,125.9982071,139.77626,143.5291,141.65741,90.73097,18.40013,17.40046,17.889879999999998,30.85876083,,,,7.436780000000001,7.6787,7.56026,38582.0,16.55953979,94.692,66428.0,48733.0,7.809549809,17695.0,2.820139885,5.308000088,12.0,41.11449051,54.67821121,47.92052078,7.0,,,711617.0,42.72158,,,,,,,,,,,,,,,,,,14.5239296,9.797499657,19.22620964,,,,21.76909065,5.369569778,1669.0,1122.0,1314.0,1444.0,7.6,5.7,7.8,10.3,48.14385372,2728772.0,2.710000038,4.5500001910000005,3.660000086,41.3345235,55.79600849
Tonga,15.0,,,,,2.0,,,,,6.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2.0,7.0,9.0,1.6,0.9,3.1,5.0,41.53014207,31252.0,3.660000086,2.650000095,3.069999933,35.41575821,58.63058035
Trinidad and Tobago,7.0,,,,,2.0,,,,,5.0,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,27.0,64.0,128.0,1.0,1.4,3.7,7.1,42.42033174,669495.0,3.3699998860000004,3.410000086,3.400000095,20.41957257,68.84547391
Tunisia,9.0,0.991370022,,,1.4469900130000002,3.0,,,,,6.0,,,,6.0,1201736.0,48.02835,16.871679999999998,115.4459686,114.9281998,115.928627,105.9685,105.05548,105.49719,,3.88531,6.500719999999999,5.24458,6.577400207999999,,,,,,,71228.0,63.97483826,,,,,,,,12.0,87.32151031,68.15338135,77.38397217,7.0,,,962180.0,53.07614,13.62578,,,,,,,,,,,,,,87280.0,46873.0,53.70417023,31.74651909,41.23498154,22.80328941,,,,,,308.0,266.0,483.0,746.0,1.6,1.6,3.0,4.3,27.53498856,4086764.0,22.95999908,12.60999966,15.46000004,24.17012035,67.51420057
Turkey,12.0,0.988709986,0.979900002,0.975910008,0.8982700109999999,5.0,,36.67242813,35.93323898,37.378269200000005,6.0,88.36860657,88.68035126,88.52777863,4.0,5104599.0,,,94.9104538,94.35991669,95.43778229,,,,,,,,4.57901001,,,,,,,297176.0,61.94847107,,266561.0,138292.0,5.255710125,128269.0,4.669320107,4.956200123,10.0,85.83657837,87.18042755,86.52294922,8.0,11279561.0,,,,,,,,104.4788284,103.1787491,105.7255325,,,,7.816060066,,,,687819.0,369013.0,53.64971924,113.2170715,107.0511932,119.175209,,,,,,1292.0,1459.0,2871.0,3216.0,0.9,1.1,2.1,2.4,33.01700843,32825427.0,13.73999977,9.489999771,10.89000034,24.64941014,66.86737692
Turkmenistan,12.0,,,,,5.0,,,,,6.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.0,191.0,430.0,575.0,1.9,1.9,4.6,5.8,39.50606612,2348371.0,2.069999933,4.909999847,3.789999962,30.82236394,64.75100160000001
Tuvalu,8.0,0.922469974,1.014369965,1.139389992,,3.0,8.4375,83.33332825,80.75949097,85.78312683,6.0,69.42149353,87.5,78.71485901,6.0,1324.0,46.52568,15.57647,86.02989197,82.46318817,89.39394379,82.8125,78.67647,80.68182,,,,,15.48338032,,,,0.16234,0.70621,0.4531699999999999,85.0,80.0,,,,,,,,12.0,,,,7.0,1089.0,51.97429,1070.0,52.61682,7.868419999999999,8.64286,19.0,15.78947,66.72794342,71.19496918,62.48506927,66.72794,71.19497,62.48506999999999,21.30394936,,,,126.0,69.0,54.76190186,,,,,,,,,1.0,1.0,1.0,1.0,2.8,2.4,4.8,6.2,,,,,,,
Uganda,7.0,,,,,3.0,,,,,6.0,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.91701031,2.130520105,11937.0,6323.0,13336.0,11357.0,8.9,5.4,13.6,14.1,49.34161957,15932278.0,2.24000001,1.269999981,1.75,46.93052518,51.1284879
Ukraine,11.0,,,,,5.0,,,,,6.0,,,,4.0,1676550.0,48.89225,12.98011,,,,,,,,8.46978,8.43441,8.4517,0.850319982,98.3361969,99.01805878,98.68476105,0.05587,0.0887,0.07265,129163.0,96.64144897,,,,,,,,10.0,,,,7.0,2376848.0,48.657,2199778.0,49.47458,,7.337110000000001,177070.0,38.50003,,,,,,,0.553420007,,,,323949.0,260998.0,80.56761932,,,,,,,,,406.0,435.0,939.0,1799.0,0.8,1.0,2.4,3.8,47.26911646,20417458.0,7.429999828,10.02999973,8.800000191,15.81241317,67.75290039
United Arab Emirates,6.0,,,,,6.0,,,,,6.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0,82.0,191.0,433.0,0.9,1.0,2.3,2.9,17.46740552,6753138.0,6.190000057000001,1.389999986,2.230000019,14.60350937,84.31148965
United Kingdom,11.0,0.997110009,1.01304996,1.025740027,1.269309998,4.0,,107.1398468,107.1048203,107.173233,5.0,100.3867722,100.7988815,100.5974579,6.0,4892502.0,,,100.9955521,100.8458405,101.138588,,,,,,,,28.41127014,,,,,,,279097.0938,86.24210358,,32122.0,19278.0,0.8144500259999999,12844.0,0.518469989,0.663089991,11.0,101.2003632,101.5791016,101.3939896,7.0,6173690.5,,,,,,,,120.783577,122.3523788,119.2822418,,,,74.76032257,,,,369139.875,226034.4844,61.23274994,61.38288879,71.14698029,51.98603058,,,,,,297.0,322.0,942.0,1551.0,0.4,0.4,1.3,1.9,46.80893206,34331422.0,3.940000057,4.0500001910000005,4.0,17.67808207,63.92605226
United States,12.0,0.998839974,0.994700015,0.990580022,1.268270016,,,72.1459198,72.70149231,71.61488342,6.0,95.47634125,104.5101929,100.0926971,6.0,24957956.0,,,101.2565613,101.196373,101.3142395,,,,,,,,8.787859917,,,,,,,,,,141533.0,76669.0,0.63568002,64864.0,0.5153200029999999,0.574209988,12.0,106.0515213,100.8205872,103.3841705,6.0,24871356.0,,,,,,,,99.27558136,98.79605865,99.73565674,,,,8.949990273,,,,,,,88.29917908,102.3540421,74.89505005,,,,,,2507.0,3204.0,11218.0,22890.0,0.6,0.8,2.6,5.0,46.0599759,165475054.0,3.839999914,3.950000048,3.900000095,18.70903998,65.48330596
Upper middle income,10.0,0.99414,1.0065,1.02057,1.163249969,5.0,16.523670000000003,75.42723846,75.02687073,75.79387665,,95.97383881,96.08699799,96.03256226,6.0,236000000.0,47.48963,18.39381,103.1875,102.8701,103.4765,100.8456,100.6355,100.7356,95.47259,,,,12.01912,94.08984,93.3823,93.71991,1.93318,2.74593,2.35995,13100000.0,71.42963,96.12099,7857206.0,4174674.0,3.834439993,3682532.0,3.0784399510000005,3.4386599060000003,,85.55873871,83.93052673,84.70902252,6.0,220000000.0,48.331520000000005,172000000.0,49.009240000000005,13.925,14.16773,30800000.0,44.53818,91.27808,92.24688,90.38742,82.24136999999999,83.92186,80.69813,16.12518,,,,15500000.0,9165788.0,58.95163,51.79122925,56.57374954,47.33792114,,,,,,58366.0,55704.0,129328.0,188894.0,1.4,1.4,3.3,4.6,42.23252117,1460130609.0,5.815948812999999,5.813643278,5.814569862000001,21.16280438,69.19845987
Uruguay,14.0,0.990429997,1.0544099809999998,1.110739946,,6.0,,94.97637939,95.09425354,94.86319733,6.0,104.1317062,102.3586197,103.2246475,6.0,296791.0,,,106.0172272,105.4961014,106.5152969,,,,,,,,18.14442062,,,,,,,27762.0,,,380.0,,,,,0.135690004,12.0,,,,6.0,355851.0,,,,,,,,121.176239,127.6752701,114.9466476,,,,11.56355,,,,,,,,,,,,,15.19997025,5.047589779,34.0,46.0,177.0,277.0,0.7,1.0,3.5,5.3,45.49246492,1749881.0,10.09000015,6.869999886,8.340000153,20.60798107,64.57749939
Uzbekistan,12.0,0.985050023,0.988600016,0.991079986,0.6977199909999999,4.0,11.58494,27.94889069,27.43655968,28.43481064,7.0,102.4673233,103.551857,103.0236282,4.0,2485178.0,48.30576,21.50664,104.2329788,103.4275894,104.99700159999998,100.35815,102.86286,101.6438,94.59704,,,0.4024,0.2387399969999999,99.62703705,97.09385681,98.31015015,0.00133,0.00117,0.00125,115554.0,91.68872833,96.84487,17322.0,,,,,0.726530015,11.0,95.20226288,96.57402802,95.90341949,8.0,3949245.0,,2582848.0,48.322390000000006,8.498569999999999,,,,94.98806763,94.55303192,95.40371704,,,,0.088799998,,,,373767.0,226393.0,60.57062149,10.07635021,8.248999596,11.822739599999998,,,,,,1193.0,1069.0,1925.0,2596.0,1.9,2.0,3.7,4.4,40.21935873,14554971.0,5.5500001910000005,5.820000172,5.710000038,28.68605741,66.89480471
Vanuatu,,,,,,2.0,,,,,6.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,17.0,28.0,33.0,3.0,2.5,5.0,6.5,43.57794501,125178.0,1.4500000480000002,1.919999957,1.7200000290000002,38.84823015,57.51161678
"Venezuela, RB",17.0,,,,,5.0,,,,,6.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,816.0,1064.0,5372.0,7122.0,1.5,2.0,10.7,15.6,38.46770361,12588139.0,7.920000076,6.78000021,7.21999979,27.66665058,65.06636280000001
Vietnam,10.0,1.021829963,,,,6.0,17.27017,100.2349319,99.68565369,100.7254105,6.0,111.5494385,108.6373672,110.0212097,5.0,8041842.0,47.84365,20.27696,110.5948105,111.8538284,109.4645691,116.97477,113.74812,115.26999,,0.8830899999999999,1.52096,1.21578,1.057019949,,,,0.48907,1.12306,0.8197399999999999,396600.0,78.11775208,,,,,,,,11.0,100.7468719,94.77947235,97.6627121,7.0,,,7882203.0,50.26082,17.5546,,,,,,,,,,,,,,,,,,,,,,,14.46829987,4.167449951,1585.0,2119.0,3941.0,5645.0,1.1,1.5,3.0,3.7,47.85388032,57025338.0,1.0299999709999998,1.2799999709999998,1.159999967,23.17267683,69.55234487
West Bank and Gaza,10.0,1.002609968,1.061759949,1.101539969,1.3647899630000002,2.0,16.69999,56.47925186,56.48460007,56.47414017,6.0,97.29250336,96.43128204,96.85253906,4.0,488184.0,48.9633,24.45322,98.60411072,98.73560333,98.47827911,101.23374,98.51635,99.84476,94.84281,1.46257,1.61868,1.54225,13.35214043,95.73634338,96.05671692,95.88359833,0.04058,0.10034,0.0710799999999999,19964.0,74.74453735,97.10722,13014.0,6032.0,2.49161005,6982.0,2.759649992,2.628590107,10.0,94.23602295,84.94487,89.50354004,8.0,764986.0,51.44826,759599.0,51.65265,18.60687,17.334039999999998,5387.0,22.62855,89.48774719,93.89943695,85.24378967,87.22641,91.23447,83.37074,7.105490207999999,,,,44132.0,25037.0,56.73207855,44.25381088,54.34769058,34.52230072,,,,,,152.0,223.0,353.0,404.0,1.2,2.0,3.5,4.1,19.85459769,1214011.0,41.84999847,22.38999939,26.26000023,38.94736128,57.91933298
World,10.0,0.98104,0.98576,0.99104,1.124289989,4.0,17.45058,61.18706131,60.9864006,61.37469101,,88.77633667,89.65680695,89.2310791,6.0,730000000.0,48.42648,23.44631,101.1662,100.1658,102.1021,103.5473,106.5963,105.1222,89.4124,,,,18.5727,81.71106,79.22336,80.40805,2.85942,3.4028,3.13966,31800000.0,66.45201999999999,90.45493,58100000.0,31400000.0,9.015390396,26700000.0,7.152770042,8.053079605,,76.10382843,75.16603088,75.61876678,6.0,597000000.0,47.9647,532000000.0,48.60941,16.87411,16.9982,62500000.0,42.475840000000005,75.96327,75.60965999999999,76.29299,66.27183000000001,66.26578,66.2793,26.78742,,,,35000000.0,18900000.0,54.04789,38.35546112,40.98474884,35.89062881,,,,,,516524.0,372124.0,603414.0,759648.0,3.9,3.0,5.0,6.4,38.85830446,3428734191.0,5.531963038,5.270265203,5.371721414,25.79596685,65.33090491
